Row.names	RH_CT_Int_Ctrl1	RH_CT_Int_Ctrl2	RH_CT_Int_Ctrl3	RH_CT_Int_Ctrl4	RH_CT_Int_BM1	RH_CT_Int_BM2	RH_CT_Int_BM3	RH_CT_Int_BM4	logFC	logCPM	LR	PValue	FDR	rownames(sub_RH)	phylum	class	order	family	genus	species	its2_tax_heat	Int_Ctrl	Int_Ctrl.std	Int_BM	Int_BM.std
14	SH0913462.09FU_Hypocreales_gen_Incertae_sedis	0	0	0	0	0.046064987066369	0.124069478908189	0.00378865373978011	0.0154014509788027	8.62579337887174	7.77416321157069	24.8154481117556	6.30898194456553e-07	2.27123350004359e-05	SH0913462.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH0913462.09FU_Hypocreales_gen_Incertae_sedis	0	0	0.0473311426732851	0.0541781904224419
15	SH0916223.09FU_Onygenales_gen_Incertae_sedis	0	0	0	0	0.0726409411431204	0.00351970152931031	0.00909276897547226	0.00729542414785393	7.47242802597339	6.75413971790431	14.4267234960676	0.000145719725577958	0.00196721629530244	SH0916223.09FU_Onygenales_gen_Incertae_sedis	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp	SH0916223.09FU_Onygenales_gen_Incertae_sedis	0	0	0.0231372089489392	0.033084107656923
16	SH0916807.09FU_Xylariales_gen_Incertae_sedis	0.00290444379901249	0	0.00198688654877806	0.012389424387343	0	0	0	0	-5.64664644578611	5.34591541364608	7.72308175164213	0.00545192545460459	0.033328751835696	SH0916807.09FU_Xylariales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Xylariales_gen_Incertae_sedis	s__Xylariales_sp	SH0916807.09FU_Xylariales_gen_Incertae_sedis	0.00432018868378338	0.0055143820305049	0	0
17	SH0921849.09FU_Sporormiella	0.00435666569851873	0.0132188871459541	0.029803298231671	0.00660769300658291	0.799050352574324	0.929201203737923	0.190948148484917	0.216430916386333	4.82953837193389	11.1732940230964	34.6412383766747	3.96418776649374e-09	3.66970524669706e-07	SH0921849.09FU_Sporormiella	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	s__Sporormiella_sp	SH0921849.09FU_Sporormiella	0.0134966360206817	0.0115033469077806	0.533907655295874	0.385127832639437
18	SH0921851.09FU_Preussia	0.548213767063607	0.889190475351182	0.673554540035764	0.791271237538304	0.194004464760285	0.234940077081463	0.290210876467156	0.246423215660844	-2.14532635034304	12.4100786185151	19.314239546194	1.10876382957055e-05	0.000224524675488037	SH0921851.09FU_Preussia	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	s__Preussia_terricola	SH0921851.09FU_Preussia	0.725557504997214	0.147477855264658	0.241394658492437	0.0395634579197902
19	SH0921865.09FU_Sporormiaceae_gen_Incertae_sedis	0.023961661341853	0.0898884325924881	0.0456983906218955	0.0371682731620289	0.52266043017611	0.263097689315946	1.86477537071977	0.40854375227982	3.45027070151402	11.7419793681413	24.4681084080922	7.55500745099164e-07	2.55449567219003e-05	SH0921865.09FU_Sporormiaceae_gen_Incertae_sedis	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiaceae_gen_Incertae_sedis	s__Sporormiaceae_sp	SH0921865.09FU_Sporormiaceae_gen_Incertae_sedis	0.0491791894295664	0.0285747223473112	0.764769310622911	0.740990577151653
20	SH0921934.09FU_Gymnoascus	0.115451641010746	0.143645240319368	0.230478839658256	0.126372128750898	0.0354346054356685	0.0721538813508614	0.0613761905844377	0.0453937502533133	-2.08304598888807	10.2168125785093	10.3280288270543	0.00131025064482819	0.0113205655713155	SH0921934.09FU_Gymnoascus	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	s__Gymnoascus_reessii	SH0921934.09FU_Gymnoascus	0.153986962434817	0.0522988480884161	0.0535896069060702	0.0163507320499173
21	SH0929080.09FU_Leucothecium	0.192419401684577	0.448560903819377	0.275183787005762	0.744191424866401	0.117820063073598	0.0431163437340514	0.121994650420919	0.102135938069955	-2.57783263723542	11.4253265557261	19.1722025572988	1.19440089327648e-05	0.000231032378454253	SH0929080.09FU_Leucothecium	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	s__Leucothecium_emdenii	SH0929080.09FU_Leucothecium	0.415088879344029	0.243983601248865	0.0962667488246309	0.0364503462231072
22	SH0929427.09FU_Aaosphaeria	0.00580888759802498	0.0229127377196538	0.00894098946950129	0.0355163499103832	0.10364622089933	0.0906323143797406	0.0825926515272063	0.10456774611924	1.96584434636632	8.99481077643128	7.0594353203716	0.00788488472917823	0.0422264901198966	SH0929427.09FU_Aaosphaeria	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Aaosphaeria	s__Aaosphaeria_arxii	SH0929427.09FU_Aaosphaeria	0.0182947411743908	0.0136784369237965	0.0953597332313792	0.0106270134320351
23	SH0930229.09FU_Rozellomycota_gen_Incertae_sedis	0	0	0	0	0.0159455724460508	0.0105591045879309	0.00530411523569215	0	6.00572911961939	5.63098359746289	7.52910151674848	0.00607101776959429	0.0359950705310311	SH0930229.09FU_Rozellomycota_gen_Incertae_sedis	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp	SH0930229.09FU_Rozellomycota_gen_Incertae_sedis	0	0	0.00795219806741848	0.00685419074607655
24	SH0932004.09FU_Microbotryomycetes_gen_Incertae_sedis	0.0384838803369155	0.0660944357297707	0	0.0446019277944347	0.00265759540767514	0	0	0.000810602683094881	-5.91863359935746	7.99113454293393	17.822638198925	2.42481041133685e-05	0.000400013331329101	SH0932004.09FU_Microbotryomycetes_gen_Incertae_sedis	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Microbotryomycetes_gen_Incertae_sedis	s__Microbotryomycetes_sp	SH0932004.09FU_Microbotryomycetes_gen_Incertae_sedis	0.0372950609652802	0.0275386343984042	0.000867049522692504	0.00125336753874398
25	SH0936448.09FU_Hormiactis	0.0108916642462968	0.00793133228757248	0	0.0470798126719033	0	0.000879925382327579	0.000757730747956021	0	-5.40859293796705	6.80188442043071	10.605184223384	0.00112771021152022	0.010292341085424	SH0936448.09FU_Hormiactis	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Hormiactis	s__Hormiactis_sp	SH0936448.09FU_Hormiactis	0.0164757023014431	0.0209144932031063	0.0004094140325709	0.000475375348049119
26	SH0942069.09FU_Aspergillus	0.0232355503920999	0.0326065882933535	0.0248360818597258	0.00495576975493719	0.000885865135891712	0.00879925382327579	0.00227319224386806	0.00405301341547441	-3.01613843191602	7.43566736297054	8.36405260768148	0.0038271609491435	0.0248000029504499	SH0942069.09FU_Aspergillus	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_crustosus	SH0942069.09FU_Aspergillus	0.0214084975750291	0.0117072049679235	0.00400283115462749	0.00345037759282437
27	SH0949708.09FU_Ascomycota_gen_Incertae_sedis	0.0784199825733372	0.102226060595379	0.288098549572819	0.108200972982795	0.610361078629389	0.258698062404308	0.659225750721739	0.864102460179143	1.50692371146189	11.7001939779993	6.69137314679224	0.0096880555439548	0.0494319684447457	SH0949708.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH0949708.09FU_Ascomycota_gen_Incertae_sedis	0.144236391431083	0.096766970087588	0.598096837983645	0.251553622829226
28	SH0949748.09FU_Periconia	0.00290444379901249	0.0123376280028905	0.0327836280548381	0.00495576975493719	0.0992168952198717	0.0448761944987065	0.14093791911982	0.154014509788027	2.58068917643673	9.08303520075681	9.21154194315827	0.00240494047705617	0.016956367620284	SH0949748.09FU_Periconia	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	s__Periconia_circinata	SH0949748.09FU_Periconia	0.0132453674029196	0.013640866911209	0.109761379656606	0.0491649927771827
29	SH0950728.09FU_Onygenales_gen_Incertae_sedis	0.00363055474876561	0	0.00596065964633419	0.00330384650329146	0	0	0	0	-5.41254955633294	5.18818886238609	7.94520220796618	0.00482150303963153	0.0306307251929532	SH0950728.09FU_Onygenales_gen_Incertae_sedis	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp	SH0950728.09FU_Onygenales_gen_Incertae_sedis	0.00322376522459782	0.00245323894930952	0	0
30	SH0956573.09FU_Thelebolaceae_gen_Incertae_sedis	0.110368864362475	0.23441493205492	0.161931253725412	0.388201964136746	0.0956734346763049	0.0571951498512926	0.0644071135762618	0.0907875005066267	-2.01150227007811	10.648308934021	11.5576428599418	0.000674713347122513	0.00728690414892314	SH0956573.09FU_Thelebolaceae_gen_Incertae_sedis	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolaceae_gen_Incertae_sedis	s__Thelebolaceae_sp	SH0956573.09FU_Thelebolaceae_gen_Incertae_sedis	0.223729253569888	0.120878764156391	0.0770157996526215	0.0190578436363989
31	SH0958226.09FU_Pseudocoleophoma	0.00798722044728434	0.0123376280028905	0.00198688654877806	0	0	0	0	0	-6.26457044941707	5.74024903404811	9.03692249299683	0.0026458066452324	0.0182391777245808	SH0958226.09FU_Pseudocoleophoma	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudocoleophoma	s__Pseudocoleophoma_sp	SH0958226.09FU_Pseudocoleophoma	0.00557793374973824	0.00564231316935012	0	0
32	SH0958420.09FU_Cephalotrichiella	0.0326749927388905	0.00793133228757248	0.0188754222133916	0.0264307720263317	0.000885865135891712	0.00967917920560337	0.00454638448773613	0	-3.18902239766702	7.50350420954841	7.88975217936667	0.00497156761745059	0.0312774351078445	SH0958420.09FU_Cephalotrichiella	Ascomycota	Sordariomycetes	Microascales	Microascales_fam_Incertae_sedis	Cephalotrichiella	s__Cephalotrichiella_penicillata	SH0958420.09FU_Cephalotrichiella	0.0214781298165466	0.0106487591502241	0.0037778572073078	0.00439894149117227
33	SH0961373.09FU_Trichoderma	0.17208829509149	0.336640992650299	0.531492151798132	0.774752005021847	3.84288295949825	2.12765957446809	3.61437566775022	1.6001296964293	2.16432148070665	13.7679487943189	19.9250826185636	8.05367470507042e-06	0.000179957972720194	SH0961373.09FU_Trichoderma	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_sp	SH0961373.09FU_Trichoderma	0.453743361140442	0.259572703259512	2.79626197453646	1.10189036013771
34	SH0962326.09FU_Podospora	0.0167005518443218	0.0370128840086716	0.0149016491158355	0.00247788487746859	0.000885865135891712	0.00263977614698274	0.00757730747956021	0.00162120536618976	-3.0471513534303	7.14740005566658	6.89248396458985	0.00865589054720788	0.0458598827134897	SH0962326.09FU_Podospora	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	s__Podospora_sp	SH0962326.09FU_Podospora	0.0177732424615744	0.0143004485243189	0.00318103853215611	0.00301778318483848
35	SH0962352.09FU_Sordariales_gen_Incertae_sedis	0.0196049956433343	0.0528755485838166	0.0705344724816213	0.0536875056784862	0	0	0	0.000810602683094881	-7.68582999297702	8.21084224354802	42.9975742551519	5.48077787502301e-11	1.18384802100497e-08	SH0962352.09FU_Sordariales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp	SH0962352.09FU_Sordariales_gen_Incertae_sedis	0.0491756305968146	0.0213281425044885	0.00020265067077372	0.000405301341547441
36	SH0964074.09FU_Claroideoglomus	0.00290444379901249	0	0.00695410292072323	0.00908557788405151	0	0	0	0	-5.79958408387324	5.4368522355937	8.95099920840556	0.00277317857245069	0.0187189553640422	SH0964074.09FU_Claroideoglomus	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	s__Claroideoglomus_sp	SH0964074.09FU_Claroideoglomus	0.00473603115094681	0.00406706702058724	0	0
37	SH0965553.09FU_Sordariales_gen_Incertae_sedis	0.0878594249201278	0.13923894460405	0.0804689052255116	0.14702116939647	0.0168314375819425	0.0175985076465516	0.034855614405977	0.0437725448871236	-2.55495095733971	9.68534636926044	12.550946511348	0.000396005667541955	0.00493483985706128	SH0965553.09FU_Sordariales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp	SH0965553.09FU_Sordariales_gen_Incertae_sedis	0.11364711103654	0.0343247617755108	0.0282645261303987	0.013271781524096
38	SH0965557.09FU_Neoschizothecium	0.0145222189950624	0.0326065882933535	0.029803298231671	0.0908557788405151	0.192232734488501	0.129349031202154	0.159123457070764	0.518785717180724	2.16320891812851	10.322320790713	9.34449111603806	0.00223656748651703	0.0165023876704413	SH0965557.09FU_Neoschizothecium	Ascomycota	Sordariomycetes	Sordariales	Neoschizotheciaceae	Neoschizothecium	s__Neoschizothecium_carpinicola	SH0965557.09FU_Neoschizothecium	0.0419469710901505	0.0335603935432012	0.249872734985536	0.181105821980893
39	SH0968195.09FU_Hypocreales_gen_Incertae_sedis	0.970810339819924	1.14563688598269	1.57262070335784	0.982068373103386	0.369405761666844	0.239339703993101	0.495555909163238	0.0380983261054594	-2.65112444544225	13.0517787980706	17.3558458734592	3.09943422871028e-05	0.000478198423858158	SH0968195.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH0968195.09FU_Hypocreales_gen_Incertae_sedis	1.16778407556596	0.281467681935987	0.285599925232161	0.195364601918519
40	SH0968821.09FU_Sordariales_gen_Incertae_sedis	0.0145222189950624	0.076669545446534	0.0566262666401748	0.0569913521817776	1.14719535097977	0.493638139485772	2.55582581285566	0.299922992745106	4.00589391055443	12.2485041157412	32.4162605527867	1.2444083161875e-08	8.06376588889501e-07	SH0968821.09FU_Sordariales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp	SH0968821.09FU_Sordariales_gen_Incertae_sedis	0.0512023458158872	0.0261848650459985	1.12414557401658	1.02096720270157
41	SH0968939.09FU_Nectriaceae_gen_Incertae_sedis	0.424774905605577	0.675925762729788	0.773892310749056	0.738409693485641	0.1603415895964	0.0800732097918097	0.208375955687906	0.195355246625866	-2.56787439440083	12.1638649864554	24.3859291450387	7.88424590182107e-07	2.55449567219003e-05	SH0968939.09FU_Nectriaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectriaceae_gen_Incertae_sedis	s__Nectriaceae_sp	SH0968939.09FU_Nectriaceae_gen_Incertae_sedis	0.653250668142515	0.157609009376128	0.161036500425495	0.0576608986419807
42	SH0969595.09FU_Sordariales_gen_Incertae_sedis	0.00217833284925937	0.00440629571531805	0.000993443274389032	0.0272567336521545	0	0	0	0	-6.49789897104677	5.94184357759129	11.3349871068984	0.000760603621605666	0.00758263302769957	SH0969595.09FU_Sordariales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp	SH0969595.09FU_Sordariales_gen_Incertae_sedis	0.00870870137278024	0.012446031716386	0	0
43	SH0970638.09FU_Hypocreales_gen_Incertae_sedis	0.00217833284925937	0.00176251828612722	0.00596065964633419	0.00165192325164573	0.0194890329896177	0.208542315611636	0.0575875368446576	0.0672800226968751	4.38622951158093	8.69564475296977	18.7295711501838	1.50628380128262e-05	0.000263803217089497	SH0970638.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH0970638.09FU_Hypocreales_gen_Incertae_sedis	0.00288835850834163	0.00206070045284138	0.0882247270356966	0.0828215668759609
44	SH0971595.09FU_Valsonectria	0	0	0	0	0.0194890329896177	0.0290375376168101	0	0.00405301341547441	6.76246106300348	6.17475684964679	9.53607775429267	0.00201471830626351	0.0155421126483185	SH0971595.09FU_Valsonectria	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Valsonectria	s__Valsonectria_pulchella	SH0971595.09FU_Valsonectria	0	0	0.0131448960054755	0.0135188109867327
45	SH0974872.09FU_Sordariales_gen_Incertae_sedis	0.00580888759802498	0.0132188871459541	0.0268229684085039	0.0107375011356972	0.0992168952198717	0.101191418967672	1.37376584604427	0.0843026790418676	4.36457579196128	10.8119580138419	20.4098961663348	6.25057306802768e-06	0.000144656119574355	SH0974872.09FU_Sordariales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp	SH0974872.09FU_Sordariales_gen_Incertae_sedis	0.0141470610720451	0.0089942642738204	0.414619209818419	0.639475535215986
46	SH0977305.09FU_Glomeraceae_gen_Incertae_sedis	0	0.000881259143063609	0	0.000825961625822864	0.0496084476099359	0.0659944036745684	0.0318246914141529	0.109431362217809	6.50756680711296	8.16852920355064	32.7569188581194	1.04433917997982e-08	7.51924209585472e-07	SH0977305.09FU_Glomeraceae_gen_Incertae_sedis	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp	SH0977305.09FU_Glomeraceae_gen_Incertae_sedis	0.000426805192221618	0.000493348962410931	0.0642147262291165	0.0332173105090275
47	SH0980341.09FU_Hypholoma	0	0	0	0	0.00620105595124198	0.0158386568818964	0	0.00243180804928464	5.69377439290509	5.42459454940468	6.83005305065932	0.00896366028927869	0.0464676149396207	SH0980341.09FU_Hypholoma	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	s__Hypholoma_capnoides	SH0980341.09FU_Hypholoma	0	0	0.00611788022060576	0.00696457712395919
48	SH0984753.09FU_Hypocreales_gen_Incertae_sedis	0.000726110949753122	0.00528755485838166	0.00397377309755613	0.00165192325164573	0.307395202154424	0.0307973883814653	0.0515256908610095	0.0526891744011673	4.69224996532214	8.87487985683222	21.0692316265748	4.42984316662721e-06	0.000106778007462946	SH0984753.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH0984753.09FU_Hypocreales_gen_Incertae_sedis	0.00290984053933416	0.00209256690012732	0.110601863949516	0.131580452094311
49	SH0994475.09FU_Pyrenochaetopsis	0.471246006389776	2.1044468336359	1.10669580766938	1.31162706180671	0.721980085751745	0.35988948137198	0.776674016654922	0.547156811089045	-1.51694775298042	13.2129589311016	10.0566669973832	0.00151797600763122	0.0126108776018593	SH0994475.09FU_Pyrenochaetopsis	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	s__Pyrenochaetopsis_indica	SH0994475.09FU_Pyrenochaetopsis	1.24850392737544	0.673513723549256	0.601425098716923	0.188441139904631
50	SH0999915.09FU_Vishniacozyma	0.00508277664827186	0.0105751097167633	0.000993443274389032	0.00825961625822864	0	0	0	0	-6.23053311173931	5.73050142824766	11.3429635005274	0.000757343732084355	0.00758263302769957	SH0999915.09FU_Vishniacozyma	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	s__Vishniacozyma_dimennae	SH0999915.09FU_Vishniacozyma	0.00622773647441321	0.00415278813455396	0	0
51	SH1000591.09FU_Ramophialophora	0.0123438861458031	0.00264377742919083	0.325849393999603	0.030560580155446	0.000885865135891712	0.000879925382327579	0	0.00405301341547441	-6.32256337161349	9.09074986115364	19.7445563446724	8.85134504515456e-06	0.000191189052975339	SH1000591.09FU_Ramophialophora	Ascomycota	Sordariomycetes	Sordariales	Bombardiaceae	Ramophialophora	s__Ramophialophora_sp	SH1000591.09FU_Ramophialophora	0.0928494094325106	0.155763802369439	0.00145470098342342	0.00178150906619229
