Taxa,coeff,p,padj,Treatment,Mean_Ctrl,Mean_BMc,Sd_Ctrl,Sd_BMc,Taxonomic_Level,N-Fertilization-Intensity
Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae,12990.57,8.677787590932484e-4,0.015419761044219507,Extensive,0.003977363121889134,0.026088209841492974,0.007954726243778267,0.007338665345300433,Family,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae,133.1,8.677787588817735e-4,0.015419761044219507,Extensive,1.4744385236414372,2.6149729497480427,0.691393634928886,0.18272604784872884,Family,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20,1264.7,8.677787589263439e-4,0.015419761044219507,Extensive,0.10773152686271939,0.2537278870030036,0.0519872706006062,0.053564684351037485,Family,Extensive
Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae,2663.66,8.677787600643012e-4,0.015419761044219507,Extensive,0.22129617923081396,0.42753869520666443,0.12942997503772513,0.0848315392745332,Family,Extensive
Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae,1815.9,8.677787588703416e-4,0.006681896628355886,Intensive,0.20937199729632747,0.2945984417462647,0.026908113912935416,0.029647548414583672,Family,Intensive
Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae,-520.74,8.67778758905698e-4,0.006681896628355886,Intensive,0.2628528143815524,0.09401917302970023,0.06507645528269958,0.031109886692809483,Family,Intensive
Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae,111.01,8.67778758825785e-4,0.006681896628355886,Intensive,1.1891905877003157,1.8490550084141597,0.06965546887946306,0.13775564974192167,Family,Intensive
Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae,-91.7,8.677787589091835e-4,0.006681896628355886,Intensive,2.9821134736164026,1.9944539779577304,0.14275146645045458,0.38405071898193516,Family,Intensive
Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae,-832.03,8.67778758850358e-4,0.006681896628355886,Intensive,0.4172597887246082,0.25064823954576576,0.03864531838842391,0.07129438760977072,Family,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae,706.54,8.677787588113716e-4,0.006681896628355886,Intensive,0.024446504994290495,0.12180106897912757,0.018105142688229478,0.01268311768146564,Family,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae,11801.87,8.677787641499178e-4,0.006681896628355886,Intensive,0.5725501825000581,0.736745622574574,0.049059889554902314,0.07427220526513867,Family,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae,155.27,8.677787588014779e-4,0.006681896628355886,Intensive,1.3597362065034417,2.1048446392022093,0.15972704632563514,0.25402541151832647,Family,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae,1589.96,8.677787590380008e-4,0.006681896628355886,Intensive,0.2908640796530047,0.41292664995124045,0.02267152213587244,0.10518321251768173,Family,Intensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae,-130.23,8.677787589854886e-4,0.006681896628355886,Intensive,7.058739726560304,5.4262994364290975,0.27426341471161686,0.705358183318778,Family,Intensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae,-50.97,8.677787588782751e-4,0.006681896628355886,Intensive,6.151848339011472,4.376054166502094,0.33875288021967154,0.3275467969089447,Family,Intensive
Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae,87.52,8.677787588700742e-4,0.006681896628355886,Intensive,4.20756375338801,5.183638595364271,0.2673339381185676,0.050801104203382796,Family,Intensive
Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae,186.68,8.677787588636347e-4,0.006681896628355886,Intensive,1.7414444404639446,2.1819004412874365,0.12472848677195214,0.06504464315847906,Family,Intensive
Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae,2765.56,8.677787593240029e-4,0.006681896628355886,Intensive,0.17702900391248788,0.2876060511758909,0.06520113341916417,0.027482957847124016,Family,Intensive
Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae,2909.57,8.677787597862787e-4,0.006681896628355886,Intensive,0.3702830990405367,0.5435183492375292,0.08445341908308719,0.06354928464034637,Family,Intensive
Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae,2598.84,8.677787589031875e-4,0.006681896628355886,Intensive,0.020158342486679613,0.09188813445457533,0.02506748202401335,0.015413576041803732,Family,Intensive
Chloroflexi;Chloroflexia;Kallotenuales;AKIW781,4374.43,8.677787590824258e-4,0.006681896628355886,Intensive,0.032254768139896556,0.08388268451170197,0.013951792281726695,0.034949881799914706,Family,Intensive
Chloroflexi;Chloroflexia;Thermomicrobiales;AKYG1722,375.42,8.677787588003513e-4,0.006681896628355886,Intensive,0.04406377391408031,0.22012046198602575,0.019908964846154002,0.023532725539521984,Family,Intensive
Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45,31.43,8.677787589265887e-4,0.006681896628355886,Intensive,0.39577254778913296,2.193268220938657,0.12395021274787886,0.268576119833147,Family,Intensive
Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae,-1826.48,8.677787593287411e-4,0.006681896628355886,Intensive,0.15851380787899763,0,0.25545995233033497,0,Family,Intensive
Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae,-3299.1,8.677787642581981e-4,0.006681896628355886,Intensive,1.832536564322015,1.3797769095033292,0.1263433086097171,0.2734466122478312,Family,Intensive
Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae,-1019.54,8.677787589043744e-4,0.006681896628355886,Intensive,0.17593771442642292,0.08372302659238755,0.02319437740394386,0.02619256168754078,Family,Intensive
Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae,-133.17,8.677787589121877e-4,0.006681896628355886,Intensive,2.840527695945513,2.0988732808099257,0.18108707141496172,0.14324296935127673,Family,Intensive
Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae,24189.67,8.67778761131657e-4,0.006681896628355886,Intensive,0.05796399731611562,0.09761530647029251,0.009645154432468607,0.019270991293023253,Family,Intensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae,64.12,0.005750614575018582,0.041512248963415384,Intensive,1.8114312714671699,1.9823778729372326,0.09159796434616109,0.06509060946129555,Family,Intensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Labraceae,20587.08,8.677787596614464e-4,0.006681896628355886,Intensive,0.017258178338617078,0.041675526747719946,0.009764272182184444,0.0069118838343436035,Family,Intensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae,-3976.09,8.677787588550146e-4,0.006681896628355886,Intensive,0.07056638156002218,0.03708157053565647,0.008005369324840434,0.018144871605322552,Family,Intensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae,2493.5,8.677787590198614e-4,0.006681896628355886,Intensive,0.19595467155883978,0.28685909238096435,0.02402913467096795,0.04012410357914908,Family,Intensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae,489.41,8.677787589103715e-4,0.006681896628355886,Intensive,0.9111850249966247,1.249717181438576,0.06658435097217451,0.18458257984899096,Family,Intensive
Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae,9693.42,8.677787617956809e-4,0.006681896628355886,Intensive,0.356214264142609,0.4662595503253839,0.04413876145678059,0.045685730805164484,Family,Intensive
Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae,76.12,0.004918833346082863,0.03665324203048843,Intensive,0.2230810420669722,0.3551137076996832,0.05297025347678968,0.053293729406235155,Family,Intensive
Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae,-15235.97,8.677787829033619e-4,0.006681896628355886,Intensive,0.5869696803604378,0.27893889643696546,0.2292226619131165,0.08962759372750391,Family,Intensive
Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter,1815.9,8.677787588703416e-4,0.010448765508899333,Intensive,0.20937199729632747,0.2945984417462647,0.026908113912935416,0.029647548414583672,Genera,Intensive
Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10,-520.74,8.67778758905698e-4,0.010448765508899333,Intensive,0.2628528143815524,0.09401917302970023,0.06507645528269958,0.031109886692809483,Genera,Intensive
Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea,2943.14,8.677787588663837e-4,0.010448765508899333,Intensive,0.0502741153126772,0.10032185771166971,0.018346378141147222,0.02202440061306118,Genera,Intensive
Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Unclassified_Vicinamibacteraceae,124.02,8.677787588372474e-4,0.010448765508899333,Intensive,1.107165017568049,1.7287548341276762,0.07992148173427807,0.1317066704662063,Genera,Intensive
Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter,-840.22,8.67778758866671e-4,0.010448765508899333,Intensive,0.5102819281067242,0.33999303537782966,0.07771217742272847,0.06540045554514685,Genera,Intensive
Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Unclassified_Ilumatobacteraceae,-138.46,8.677787589484074e-4,0.010448765508899333,Intensive,2.258822608838858,1.5382881943156042,0.11329037419316307,0.2921516990087731,Genera,Intensive
Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,-1353.11,8.677787589179291e-4,0.010448765508899333,Intensive,0.30419201616604746,0.16293021350565673,0.04764268517404233,0.040134040262504105,Genera,Intensive
Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Unclassified_Nocardiaceae,-3676.15,8.677787588193559e-4,0.010448765508899333,Intensive,0.018982582757869123,0,0.004927768077071914,0,Genera,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas,706.54,8.677787588113716e-4,0.010448765508899333,Intensive,0.024446504994290495,0.12180106897912757,0.018105142688229478,0.01268311768146564,Genera,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Intrasporangium,263734.3,8.677788304001142e-4,0.010448765508899333,Intensive,0.04288473975338647,0.11220756142161109,0.03450156559340034,0.029051752292797866,Genera,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Unclassified_Intrasporangiaceae,1361.91,8.677787588486003e-4,0.010448765508899333,Intensive,0.3739803795327783,0.47281475072498363,0.02326735000772408,0.05043298650858305,Genera,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces,218.71,8.677787589342741e-4,0.010448765508899333,Intensive,0.8306884177104308,1.2785543956974166,0.07143072411724262,0.1618545053325355,Genera,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Unclassified_Microbacteriaceae,2134.25,8.677787592230188e-4,0.010448765508899333,Intensive,0.19881372718228071,0.33367924585756326,0.0851291672178109,0.04799708413362495,Genera,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Paenarthrobacter,19834.02,8.677787605861564e-4,0.010448765508899333,Intensive,0.047920418439724215,0.09729532840313139,0.016328008857645387,0.016714627027441108,Genera,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Promicromonospora,1023.65,8.677787588473642e-4,0.010448765508899333,Intensive,0.16881110751989414,0.2867375872804823,0.026074738297453916,0.09035173485052514,Genera,Intensive
Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Catellatospora,-3854.54,8.67778758840871e-4,0.010448765508899333,Intensive,0.27027295838816556,0.23606607286532766,0.00832172249715899,0.016827148632503088,Genera,Intensive
Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Rhizocola,7646.38,8.677787591187179e-4,0.010448765508899333,Intensive,0.0037706578181896534,0.038809996707422745,0.007541315636379307,0.02053913174586386,Genera,Intensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha,-3439.82,8.677787589566116e-4,0.010448765508899333,Intensive,0.041208154552141905,0.01211623559947708,0.010966915116464832,0.008345296376179404,Genera,Intensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella,-169.38,8.677787588462213e-4,0.010448765508899333,Intensive,0.6259332828870907,0.15306302901994956,0.10261978186012559,0.05293867501675234,Genera,Intensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides,-234.38,8.677787590224842e-4,0.010448765508899333,Intensive,5.184818392491906,4.2452159728699925,0.16328753194134746,0.4648180882833598,Genera,Intensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,-73.7,8.677787589369101e-4,0.010448765508899333,Intensive,5.349999898567451,3.9354153558989284,0.3993643780195906,0.22581395477685978,Genera,Intensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Unclassified_Streptomycetaceae,-364.92,8.67778758832786e-4,0.010448765508899333,Intensive,0.8018484404440218,0.44063881060316573,0.07250496396356422,0.1514818954081293,Genera,Intensive
Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella,87.52,8.677787588700742e-4,0.010448765508899333,Intensive,4.20756375338801,5.183638595364271,0.2673339381185676,0.050801104203382796,Genera,Intensive
Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella,22259.07,8.677787613288805e-4,0.010448765508899333,Intensive,0.0066188488113368875,0.04524282020396732,0.01021947309480006,0.027849596285262113,Genera,Intensive
Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia,2623.28,8.677787588353285e-4,0.010448765508899333,Intensive,0.07871378791922184,0.12204644070109225,0.029892539224522015,0.0033600855595121823,Genera,Intensive
Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter,7357.4,8.67778759474863e-4,0.010448765508899333,Intensive,0.047042897281170656,0.09524324201423928,0.03196584566669552,0.02288227796493365,Genera,Intensive
Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter,19231.39,8.67778766084343e-4,0.010448765508899333,Intensive,0.20171796312121373,0.3056840913612636,0.057099747805671876,0.031257718741784485,Genera,Intensive
Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Unclassified_Caldilineaceae,2598.84,8.677787589031875e-4,0.010448765508899333,Intensive,0.020158342486679613,0.09188813445457533,0.02506748202401335,0.015413576041803732,Genera,Intensive
Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;Unclassified_AKIW781,4374.43,8.677787590824258e-4,0.010448765508899333,Intensive,0.032254768139896556,0.08388268451170197,0.013951792281726695,0.034949881799914706,Genera,Intensive
Chloroflexi;Chloroflexia;Thermomicrobiales;AKYG1722;Unclassified_AKYG1722,375.42,8.677787588003513e-4,0.010448765508899333,Intensive,0.04406377391408031,0.22012046198602575,0.019908964846154002,0.023532725539521984,Genera,Intensive
Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;Unclassified_JG30-KF-CM45,31.43,8.677787589265887e-4,0.010448765508899333,Intensive,0.39577254778913296,2.193268220938657,0.12395021274787886,0.268576119833147,Genera,Intensive
Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,-1826.48,8.677787593287411e-4,0.010448765508899333,Intensive,0.15851380787899763,0,0.25545995233033497,0,Genera,Intensive
Firmicutes;Bacilli;Bacillales;Bacillaceae;Unclassified_Bacillaceae,-705.08,8.677787589283631e-4,0.010448765508899333,Intensive,0.9981903193333697,0.7222452204796951,0.0785673764510408,0.09892004338658847,Genera,Intensive
Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus,-2266.8,8.677787615289471e-4,0.010448765508899333,Intensive,1.6666148340480822,1.2497579812864301,0.15153145636217813,0.24184886627922295,Genera,Intensive
Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Planifilum,-2527.02,8.677787589309733e-4,0.010448765508899333,Intensive,0.05207015129062831,0.011893747973256399,0.010911786289644983,0.008222423981321886,Genera,Intensive
Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Unclassified_Gemmatimonadaceae,-138.63,8.67778758882852e-4,0.010448765508899333,Intensive,2.5002827221686563,1.842087450421762,0.14736394667502634,0.11155037005405812,Genera,Intensive
Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Unclassified_Micropepsaceae,24189.67,8.67778761131657e-4,0.010448765508899333,Intensive,0.05796399731611562,0.09761530647029251,0.009645154432468607,0.019270991293023253,Genera,Intensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga,1027.66,8.677787588492408e-4,0.010448765508899333,Intensive,1.2191465638126888,1.3532897963991197,0.06282468786899607,0.026650414274377324,Genera,Intensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Labraceae;Labrys,20587.08,8.677787596614464e-4,0.010448765508899333,Intensive,0.017258178338617078,0.041675526747719946,0.009764272182184444,0.0069118838343436035,Genera,Intensive
